chart_group_id,dashboard_path,sheet,measure,fuel_label,chart_file,section_id,section_label,entry_kind
chart::charts/esto__14_03_02__Chemical__incl__petrochemical__Energy_balance__PJ__Naphtha.html,Industry > Manufacturing > Chemical (incl. petrochemical),esto__14_03_02__Chemical__incl__petrochemical,Energy balance (PJ),Naphtha,charts/esto__14_03_02__Chemical__incl__petrochemical__Energy_balance__PJ__Naphtha.html,sec-Industry__Manufacturing__Chemical__incl__petrochemical,Chemical (incl. petrochemical),direct
chart::charts/esto__14_03_02__Chemical__incl__petrochemical__Energy_balance__PJ__Natural_gas.html,Industry > Manufacturing > Chemical (incl. petrochemical),esto__14_03_02__Chemical__incl__petrochemical,Energy balance (PJ),Natural gas,charts/esto__14_03_02__Chemical__incl__petrochemical__Energy_balance__PJ__Natural_gas.html,sec-Industry__Manufacturing__Chemical__incl__petrochemical,Chemical (incl. petrochemical),direct
chart::charts/esto__14_03_02__Chemical__incl__petrochemical__Energy_balance__PJ__Other_biomass.html,Industry > Manufacturing > Chemical (incl. petrochemical),esto__14_03_02__Chemical__incl__petrochemical,Energy balance (PJ),Other biomass,charts/esto__14_03_02__Chemical__incl__petrochemical__Energy_balance__PJ__Other_biomass.html,sec-Industry__Manufacturing__Chemical__incl__petrochemical,Chemical (incl. petrochemical),direct
chart::charts/esto__14_03_02__Chemical__incl__petrochemical__Energy_balance__PJ__Other_bituminous_coal.html,Industry > Manufacturing > Chemical (incl. petrochemical),esto__14_03_02__Chemical__incl__petrochemical,Energy balance (PJ),Other bituminous coal,charts/esto__14_03_02__Chemical__incl__petrochemical__Energy_balance__PJ__Other_bituminous_coal.html,sec-Industry__Manufacturing__Chemical__incl__petrochemical,Chemical (incl. petrochemical),direct
chart::charts/esto__14_03_02__Chemical__incl__petrochemical__Energy_balance__PJ__Other_liquid_biofuels.html,Industry > Manufacturing > Chemical (incl. petrochemical),esto__14_03_02__Chemical__incl__petrochemical,Energy balance (PJ),Other liquid biofuels,charts/esto__14_03_02__Chemical__incl__petrochemical__Energy_balance__PJ__Other_liquid_biofuels.html,sec-Industry__Manufacturing__Chemical__incl__petrochemical,Chemical (incl. petrochemical),direct
chart::charts/esto__14_03_02__Chemical__incl__petrochemical__Energy_balance__PJ__Other_products.html,Industry > Manufacturing > Chemical (incl. petrochemical),esto__14_03_02__Chemical__incl__petrochemical,Energy balance (PJ),Other products,charts/esto__14_03_02__Chemical__incl__petrochemical__Energy_balance__PJ__Other_products.html,sec-Industry__Manufacturing__Chemical__incl__petrochemical,Chemical (incl. petrochemical),direct
chart::charts/esto__14_03_02__Chemical__incl__petrochemical__Energy_balance__PJ__Other_sources.html,Industry > Manufacturing > Chemical (incl. petrochemical),esto__14_03_02__Chemical__incl__petrochemical,Energy balance (PJ),Other sources,charts/esto__14_03_02__Chemical__incl__petrochemical__Energy_balance__PJ__Other_sources.html,sec-Industry__Manufacturing__Chemical__incl__petrochemical,Chemical (incl. petrochemical),direct
chart::charts/esto__14_03_02__Chemical__incl__petrochemical__Energy_balance__PJ__Others.html,Industry > Manufacturing > Chemical (incl. petrochemical),esto__14_03_02__Chemical__incl__petrochemical,Energy balance (PJ),Others,charts/esto__14_03_02__Chemical__incl__petrochemical__Energy_balance__PJ__Others.html,sec-Industry__Manufacturing__Chemical__incl__petrochemical,Chemical (incl. petrochemical),direct
chart::charts/esto__14_03_02__Chemical__incl__petrochemical__Energy_balance__PJ__Paraffin_waxes.html,Industry > Manufacturing > Chemical (incl. petrochemical),esto__14_03_02__Chemical__incl__petrochemical,Energy balance (PJ),Paraffin waxes,charts/esto__14_03_02__Chemical__incl__petrochemical__Energy_balance__PJ__Paraffin_waxes.html,sec-Industry__Manufacturing__Chemical__incl__petrochemical,Chemical (incl. petrochemical),direct
chart::charts/esto__14_03_02__Chemical__incl__petrochemical__Energy_balance__PJ__PetProd_nonspecified.html,Industry > Manufacturing > Chemical (incl. petrochemical),esto__14_03_02__Chemical__incl__petrochemical,Energy balance (PJ),PetProd nonspecified,charts/esto__14_03_02__Chemical__incl__petrochemical__Energy_balance__PJ__PetProd_nonspecified.html,sec-Industry__Manufacturing__Chemical__incl__petrochemical,Chemical (incl. petrochemical),direct
chart::charts/esto__14_03_02__Chemical__incl__petrochemical__Energy_balance__PJ__Petroleum_coke.html,Industry > Manufacturing > Chemical (incl. petrochemical),esto__14_03_02__Chemical__incl__petrochemical,Energy balance (PJ),Petroleum coke,charts/esto__14_03_02__Chemical__incl__petrochemical__Energy_balance__PJ__Petroleum_coke.html,sec-Industry__Manufacturing__Chemical__incl__petrochemical,Chemical (incl. petrochemical),direct
chart::charts/esto__14_03_02__Chemical__incl__petrochemical__Energy_balance__PJ__Refinery_gas__not_liquefied.html,Industry > Manufacturing > Chemical (incl. petrochemical),esto__14_03_02__Chemical__incl__petrochemical,Energy balance (PJ),Refinery gas (not liquefied),charts/esto__14_03_02__Chemical__incl__petrochemical__Energy_balance__PJ__Refinery_gas__not_liquefied.html,sec-Industry__Manufacturing__Chemical__incl__petrochemical,Chemical (incl. petrochemical),direct
chart::charts/esto__14_03_02__Chemical__incl__petrochemical__Energy_balance__PJ__Solid_biomass.html,Industry > Manufacturing > Chemical (incl. petrochemical),esto__14_03_02__Chemical__incl__petrochemical,Energy balance (PJ),Solid biomass,charts/esto__14_03_02__Chemical__incl__petrochemical__Energy_balance__PJ__Solid_biomass.html,sec-Industry__Manufacturing__Chemical__incl__petrochemical,Chemical (incl. petrochemical),direct
chart::charts/esto__14_03_02__Chemical__incl__petrochemical__Energy_balance__PJ__Sub-bituminous_coal.html,Industry > Manufacturing > Chemical (incl. petrochemical),esto__14_03_02__Chemical__incl__petrochemical,Energy balance (PJ),Sub-bituminous coal,charts/esto__14_03_02__Chemical__incl__petrochemical__Energy_balance__PJ__Sub-bituminous_coal.html,sec-Industry__Manufacturing__Chemical__incl__petrochemical,Chemical (incl. petrochemical),direct
chart::charts/esto__14_03_02__Chemical__incl__petrochemical__Energy_balance__PJ__White_spirit_SBP.html,Industry > Manufacturing > Chemical (incl. petrochemical),esto__14_03_02__Chemical__incl__petrochemical,Energy balance (PJ),White spirit SBP,charts/esto__14_03_02__Chemical__incl__petrochemical__Energy_balance__PJ__White_spirit_SBP.html,sec-Industry__Manufacturing__Chemical__incl__petrochemical,Chemical (incl. petrochemical),direct
chart::charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Anthracite.html,"Industry > Manufacturing > Food, beverages and tobacco",esto__14_03_07__Food__beverages_and_tobacco,Energy balance (PJ),Anthracite,charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Anthracite.html,sec-Industry__Manufacturing__Food__beverages_and_tobacco,"Food, beverages and tobacco",direct
chart::charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Bagasse.html,"Industry > Manufacturing > Food, beverages and tobacco",esto__14_03_07__Food__beverages_and_tobacco,Energy balance (PJ),Bagasse,charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Bagasse.html,sec-Industry__Manufacturing__Food__beverages_and_tobacco,"Food, beverages and tobacco",direct
chart::charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Bio_jet_kerosene.html,"Industry > Manufacturing > Food, beverages and tobacco",esto__14_03_07__Food__beverages_and_tobacco,Energy balance (PJ),Bio jet kerosene,charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Bio_jet_kerosene.html,sec-Industry__Manufacturing__Food__beverages_and_tobacco,"Food, beverages and tobacco",direct
chart::charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Biodiesel.html,"Industry > Manufacturing > Food, beverages and tobacco",esto__14_03_07__Food__beverages_and_tobacco,Energy balance (PJ),Biodiesel,charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Biodiesel.html,sec-Industry__Manufacturing__Food__beverages_and_tobacco,"Food, beverages and tobacco",direct
chart::charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Biogas.html,"Industry > Manufacturing > Food, beverages and tobacco",esto__14_03_07__Food__beverages_and_tobacco,Energy balance (PJ),Biogas,charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Biogas.html,sec-Industry__Manufacturing__Food__beverages_and_tobacco,"Food, beverages and tobacco",direct
chart::charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Biogasoline.html,"Industry > Manufacturing > Food, beverages and tobacco",esto__14_03_07__Food__beverages_and_tobacco,Energy balance (PJ),Biogasoline,charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Biogasoline.html,sec-Industry__Manufacturing__Food__beverages_and_tobacco,"Food, beverages and tobacco",direct
chart::charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Black_liqour.html,"Industry > Manufacturing > Food, beverages and tobacco",esto__14_03_07__Food__beverages_and_tobacco,Energy balance (PJ),Black liqour,charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Black_liqour.html,sec-Industry__Manufacturing__Food__beverages_and_tobacco,"Food, beverages and tobacco",direct
chart::charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Charcoal.html,"Industry > Manufacturing > Food, beverages and tobacco",esto__14_03_07__Food__beverages_and_tobacco,Energy balance (PJ),Charcoal,charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Charcoal.html,sec-Industry__Manufacturing__Food__beverages_and_tobacco,"Food, beverages and tobacco",direct
chart::charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Coal_nonspecified.html,"Industry > Manufacturing > Food, beverages and tobacco",esto__14_03_07__Food__beverages_and_tobacco,Energy balance (PJ),Coal nonspecified,charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Coal_nonspecified.html,sec-Industry__Manufacturing__Food__beverages_and_tobacco,"Food, beverages and tobacco",direct
chart::charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Electricity.html,"Industry > Manufacturing > Food, beverages and tobacco",esto__14_03_07__Food__beverages_and_tobacco,Energy balance (PJ),Electricity,charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Electricity.html,sec-Industry__Manufacturing__Food__beverages_and_tobacco,"Food, beverages and tobacco",direct
chart::charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Fuel_oil.html,"Industry > Manufacturing > Food, beverages and tobacco",esto__14_03_07__Food__beverages_and_tobacco,Energy balance (PJ),Fuel oil,charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Fuel_oil.html,sec-Industry__Manufacturing__Food__beverages_and_tobacco,"Food, beverages and tobacco",direct
chart::charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Fuelwood___woodwaste.html,"Industry > Manufacturing > Food, beverages and tobacco",esto__14_03_07__Food__beverages_and_tobacco,Energy balance (PJ),Fuelwood & woodwaste,charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Fuelwood___woodwaste.html,sec-Industry__Manufacturing__Food__beverages_and_tobacco,"Food, beverages and tobacco",direct
chart::charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Gas_diesel_oil.html,"Industry > Manufacturing > Food, beverages and tobacco",esto__14_03_07__Food__beverages_and_tobacco,Energy balance (PJ),Gas/diesel oil,charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Gas_diesel_oil.html,sec-Industry__Manufacturing__Food__beverages_and_tobacco,"Food, beverages and tobacco",direct
chart::charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Heat.html,"Industry > Manufacturing > Food, beverages and tobacco",esto__14_03_07__Food__beverages_and_tobacco,Energy balance (PJ),Heat,charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Heat.html,sec-Industry__Manufacturing__Food__beverages_and_tobacco,"Food, beverages and tobacco",direct
chart::charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Industrial_waste.html,"Industry > Manufacturing > Food, beverages and tobacco",esto__14_03_07__Food__beverages_and_tobacco,Energy balance (PJ),Industrial waste,charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Industrial_waste.html,sec-Industry__Manufacturing__Food__beverages_and_tobacco,"Food, beverages and tobacco",direct
chart::charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__LPG.html,"Industry > Manufacturing > Food, beverages and tobacco",esto__14_03_07__Food__beverages_and_tobacco,Energy balance (PJ),LPG,charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__LPG.html,sec-Industry__Manufacturing__Food__beverages_and_tobacco,"Food, beverages and tobacco",direct
chart::charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Lignite.html,"Industry > Manufacturing > Food, beverages and tobacco",esto__14_03_07__Food__beverages_and_tobacco,Energy balance (PJ),Lignite,charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Lignite.html,sec-Industry__Manufacturing__Food__beverages_and_tobacco,"Food, beverages and tobacco",direct
chart::charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Municipal_solid_waste__non-renewable.html,"Industry > Manufacturing > Food, beverages and tobacco",esto__14_03_07__Food__beverages_and_tobacco,Energy balance (PJ),Municipal solid waste (non-renewable),charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Municipal_solid_waste__non-renewable.html,sec-Industry__Manufacturing__Food__beverages_and_tobacco,"Food, beverages and tobacco",direct
chart::charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Municipal_solid_waste__renewable.html,"Industry > Manufacturing > Food, beverages and tobacco",esto__14_03_07__Food__beverages_and_tobacco,Energy balance (PJ),Municipal solid waste (renewable),charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Municipal_solid_waste__renewable.html,sec-Industry__Manufacturing__Food__beverages_and_tobacco,"Food, beverages and tobacco",direct
chart::charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Natural_gas.html,"Industry > Manufacturing > Food, beverages and tobacco",esto__14_03_07__Food__beverages_and_tobacco,Energy balance (PJ),Natural gas,charts/esto__14_03_07__Food__beverages_and_tobacco__Energy_balance__PJ__Natural_gas.html,sec-Industry__Manufacturing__Food__beverages_and_tobacco,"Food, beverages and tobacco",direct
